Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
14063,Veracruz,VRZ,ER1986,VRZER1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.292,0,0,0.038,0.7,50,83,1,0.5,1,100,0,-0.2,0.254,0,50,0
14064,Veracruz,VRZ,ER1987,VRZER1987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,2,0.292,0,0,0.075,0.73,100,48,2.5,2.5,9,40,0,1.77,0.217,2,-60,0
14065,Veracruz,VRZ,ER1988,VRZER1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.195,0,0,0.038,0.7,100,71,1,1.8,3,60,0,1.1,0.157,1,-40,0
14066,Veracruz,VRZ,ER1989,VRZER1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.243,1,0,0.038,0.85,80,49,1,2.4,9,100,0,1.55,0.205,0,20,0
14067,Veracruz,VRZ,ER1990,VRZER1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.195,1,0,0.038,2,70,62,1,0.5,2,100,0,-1.5,0.157,0,30,0
14068,Veracruz,VRZ,ER1991,VRZER1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.292,0,0,0.038,0.82,100,71,1.5,1,1,80,0,0.18,0.254,0,-20,0
14069,Veracruz,VRZ,ER1992,VRZER1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.292,0,0,0.038,0.72,50,53,1.5,1.2,2,75,0,0.48,0.254,0,25,0
14070,Veracruz,VRZ,ER1993,VRZER1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,0,0.292,0,0,0.075,0.7,100,62,2,1,4,80,0,0.3,0.217,0,-20,0
14071,Veracruz,VRZ,ER1994,VRZER1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,0,0.146,0,0,0.075,0.7,100,69,1.5,1,2,80,0,0.3,0.071,0,-20,0
14072,Veracruz,VRZ,ER1995,VRZER1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,0.5,100,78,1.5,1.5,3,90,0,1,0.059,0,-10,0
14073,Veracruz,VRZ,ER1996,VRZER1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,0,0.097,0,0,0.038,0.7,100,67,1.5,1.2,3,70,0,0.5,0.059,0,-30,0
14074,Veracruz,VRZ,ER1997,VRZER1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.146,1,0,0.038,0.8,50,78,1.5,1.2,2,80,0,0.4,0.108,0,30,0
14075,Veracruz,VRZ,ER2040,VRZER2040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.097,1,0,0.075,2.3,18,57,3,2,4,33,0,-0.3,0.022,0,15,0
14076,Veracruz,VRZ,ER2041,VRZER2041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.146,0,0,0.075,1.7,18,77,1.5,1.8,1,25,0,0.1,0.071,1,7,0
14077,Veracruz,VRZ,ER2042,VRZER2042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.097,1,0,0.075,1.9,25,70,2,1.8,2,30,0,-0.1,0.022,0,5,0
14078,Veracruz,VRZ,ER2045,VRZER2045,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.146,1,0,0.075,1.7,20,78,2,1.6,1,25,0,-0.1,0.071,0,5,0
14079,Veracruz,VRZ,ER2046,VRZER2046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,0,0.049,0,0,0.113,1.8,20,54,2,1.5,3,100,0,-0.3,-0.064,0,80,0
14080,Veracruz,VRZ,ER2048,VRZER2048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.049,0,0,0.038,2.1,20,56,1.9,1.8,10,15,0,-0.3,0.011,1,-5,0
14081,Veracruz,VRZ,ER2050,VRZER2050,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.049,1,0,0.075,2,15,57,1.39,1.7,4,30,0,-0.3,-0.026,0,15,0
14082,Veracruz,VRZ,ER2051,VRZER2051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.049,1,0,0.075,1.7,30,51,1.9,1.5,11,33,0,-0.2,-0.026,0,3,0
14083,Veracruz,VRZ,ER2052,VRZER2052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.049,0,0,0.075,1.7,15,41,1,1.5,12,33,0,-0.2,-0.026,1,18,0
14084,Veracruz,VRZ,ER2053,VRZER2053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,7.692307692,20.87912088,1,1,0.097,1,0,0.038,1.6,20,53,4.5,1.5,6,30,0,-0.1,0.059,0,10,0
14085,Veracruz,VRZ,ER2054,VRZER2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21.42857143,7.692307692,13.73626374,1,1,0.097,1,0,0.038,1.7,20,64,1.5,16,2,20,0,14.3,0.059,0,0,0
14086,Veracruz,VRZ,ER2055,VRZER2055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,0,0.049,0,0,0.075,1.5,15,47,0.94,1.5,12,100,0,0,-0.026,0,85,0
14087,Veracruz,VRZ,ER2057,VRZER2057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.097,1,0,0.113,1.6,15,53,0.98,1.4,5,33,0,-0.2,-0.016,0,18,0
14088,Veracruz,VRZ,ER2059,VRZER2059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,0,0.097,1,0,0.038,2,15,61,1.99,1.9,2,100,0,-0.1,0.059,-1,85,0
14089,Veracruz,VRZ,ER2070,VRZER2070,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,0,0.097,1,0,0.075,2,15,52,0.99,1.8,9,100,0,-0.2,0.022,-1,85,0
14090,Veracruz,VRZ,ER2071,VRZER2071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.097,1,0,0.038,1.8,20,59,1,1.7,2,30,0,-0.1,0.059,0,10,0
14091,Veracruz,VRZ,ER2072,VRZER2072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.097,1,0,0.075,1.7,15,68,1,1.7,2,30,0,0,0.022,0,15,0
14092,Veracruz,VRZ,ER2075,VRZER2075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,15.38461538,13.18681319,1,1,0.097,1,0,0.075,1.8,20,62,0.98,1.5,2,33,0,-0.3,0.022,0,13,0
14093,Veracruz,VRZ,ER2077,VRZER2077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.57142857,23.07692308,5.494505495,1,1,0.049,1,0,0.075,1.8,20,70,1.95,1.5,1,40,0,-0.3,-0.026,0,20,0
14094,Veracruz,VRZ,ER208,VRZER208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,2,0.049,2,0,0,1,10,89,0.5,0.7,6,10,0,-0.3,0.049,0,0,0
14095,Veracruz,VRZ,ER2081,VRZER2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.049,0,0,0.038,3,60,62,1,3,2,50,0,0,0.011,1,-10,0
14096,Veracruz,VRZ,ER2083,VRZER2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.049,0,0,0.038,3,60,47,1,3,5,65,0,0,0.011,1,5,0
14097,Veracruz,VRZ,ER2085,VRZER2085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.049,0,0,0.038,2,60,59,0.75,2,3,40,0,0,0.011,1,-20,0
14098,Veracruz,VRZ,ER2089,VRZER2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,1,0.049,0,0,0.038,4,45,37,1.5,2,9,40,0,-2,0.011,1,-5,0
14099,Veracruz,VRZ,ER209,VRZER209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,0,0.049,0,0,0,0.8,20,67,1.5,0.6,6,20,0,-0.2,0.049,0,0,0
14100,Veracruz,VRZ,ER2092,VRZER2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.049,0,0,0.038,2.9,40,83,2,1.8,1,50,0,-1.1,0.011,1,10,0
14101,Veracruz,VRZ,ER2094,VRZER2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,2,60,71,0.64,2,3,100,0,0,0.059,0,40,0
14102,Veracruz,VRZ,ER2095,VRZER2095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.049,0,0,0.038,2,40,56,1.5,2,2,50,0,0,0.011,0,10,0
14103,Veracruz,VRZ,ER2096,VRZER2096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,4,45,56,2,4.5,2,20,0,0.5,0.059,1,-25,0
14104,Veracruz,VRZ,ER210,VRZER210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,1,15,58,1.5,0.7,6,15,0,-0.3,0.097,0,0,0
14105,Veracruz,VRZ,ER2102,VRZER2102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,1,0.097,1,0,0.038,3,20,64,4,3,6,20,0,0,0.059,0,0,0
14106,Veracruz,VRZ,ER2105,VRZER2105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.097,1,0,0.038,2,10,70,3,3,0,10,0,1,0.059,0,0,0
14107,Veracruz,VRZ,ER2106,VRZER2106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.075,7,100,68,2,3,5,10,0,-4,0.022,1,-90,0
14108,Veracruz,VRZ,ER2107,VRZER2107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,2,100,74,0.9,2,0,100,0,0,0.059,0,0,0
14109,Veracruz,VRZ,ER2108,VRZER2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,2,45,55,2.5,2,3,40,0,0,0.059,1,-5,0
14110,Veracruz,VRZ,ER2109,VRZER2109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,0,14.28571429,1,1,0.097,1,0,0,7,70,76,4,3,5,10,0,-4,0.097,0,-60,0
14111,Veracruz,VRZ,ER211,VRZER211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,1,10,70,0.68,0.7,4,10,0,-0.3,0.097,0,0,0
14112,Veracruz,VRZ,ER2111,VRZER2111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,7.692307692,6.593406593,1,1,0.097,1,0,0.038,2,10,70,1,3,4,10,0,1,0.059,0,0,0
14113,Veracruz,VRZ,ER2113,VRZER2113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,0,14.28571429,1,1,0.097,0,0,0,1.5,100,81,3,2.5,0,10,0,1,0.097,1,-90,0
14114,Veracruz,VRZ,ER2114,VRZER2114,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28.57142857,7.692307692,20.87912088,1,1,0.097,0,0,0.038,1.5,100,46,2,3,9,10,0,1.5,0.059,1,-90,0
14115,Veracruz,VRZ,ER2115,VRZER2115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,2,40,54,3,2.2,6,25,0,0.2,0.059,1,-15,0
14116,Veracruz,VRZ,ER2116,VRZER2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.097,0,0,0.038,4,40,76,3,4,1,20,0,0,0.059,1,-20,0
14117,Veracruz,VRZ,ER2117,VRZER2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,2,60,55,1,2.3,6,100,0,0.3,0.059,0,40,0
14118,Veracruz,VRZ,ER2118,VRZER2118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.42857143,7.692307692,13.73626374,1,1,0.049,0,0,0.038,7,100,99,2,3,8,10,0,-4,0.011,1,-90,0
14119,Veracruz,VRZ,ER2119,VRZER2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,0,0,0,4,60,66,1.4,3.5,2,50,0,-0.5,0.097,1,-10,0
14120,Veracruz,VRZ,ER212,VRZER212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,1,20,58,1,3,6,20,0,2,0.059,1,0,0
14121,Veracruz,VRZ,ER2120,VRZER2120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,7.692307692,6.593406593,1,1,0.097,1,0,0.038,2,10,61,1.79,2.5,9,10,0.049,0.5,0.059,0,0,0.049
14122,Veracruz,VRZ,ER2121,VRZER2121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.049,0,0,0.038,3,60,61,1,2,5,100,0,-1,0.011,0,40,0
14123,Veracruz,VRZ,ER2122,VRZER2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.049,0,0,0.038,5,40,64,1,4,9,50,0,-1,0.011,1,10,0
14124,Veracruz,VRZ,ER2123,VRZER2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.097,0,0,0,2,50,46,1.5,2,0,100,0,0,0.097,0,50,0
14125,Veracruz,VRZ,ER2125,VRZER2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,1,45,73,1.4,3,0,50,0,2,0.059,1,5,0
14126,Veracruz,VRZ,ER2126,VRZER2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.049,0,0,0,5,60,51,1,4,5,50,0,-1,0.049,1,-10,0
14127,Veracruz,VRZ,ER2128,VRZER2128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.42857143,0,21.42857143,1,1,0.097,0,0,0,1.5,100,68,3.6,3,8,10,0,1.5,0.097,1,-90,0
14128,Veracruz,VRZ,ER2129,VRZER2129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35.71428571,23.07692308,12.63736264,1,1,0.097,1,0,0.113,4,10,49,1,3,0,10,0,-1,-0.016,0,0,0
14129,Veracruz,VRZ,ER213,VRZER213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,2,0.097,2,0,0,1,20,54,0.79,0.7,6,20,0,-0.3,0.097,0,0,0
14130,Veracruz,VRZ,ER2130,VRZER2130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,0,14.28571429,1,1,0.049,1,0,0,2,0,77,3.5,2.5,6,10,0,0.5,0.049,0,10,0
14131,Veracruz,VRZ,ER2131,VRZER2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.142857143,0,7.142857143,1,1,0.097,0,0,0,1,100,75,2.5,3,3,15,0,2,0.097,1,-85,0
14132,Veracruz,VRZ,ER2132,VRZER2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0.038,4,60,73,1,4,0,30,0,0,0.059,1,-30,0
14133,Veracruz,VRZ,ER2133,VRZER2133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.049,0,0,0.038,3,100,70,3,3,4,10,0,0,0.011,1,-90,0
14134,Veracruz,VRZ,ER2135,VRZER2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.097,0,0,0,2,60,71,1,2.3,2,100,0,0.3,0.097,0,40,0
14135,Veracruz,VRZ,ER2136,VRZER2136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.42857143,7.692307692,13.73626374,1,1,0.049,1,0,0.038,2,0,72,4,3,3,10,0,1,0.011,0,10,0
14136,Veracruz,VRZ,ER2137,VRZER2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.097,0,0,0.038,2,40,62,2,2,6,60,0,0,0.059,1,20,0
14137,Veracruz,VRZ,ER2138,VRZER2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.142857143,0,7.142857143,1,1,0.049,0,0,0,2.5,100,83,3,3,0,20,0,0.5,0.049,1,-80,0
14138,Veracruz,VRZ,ER2139,VRZER2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.097,0,0,0,2,30,49,1.5,2,5,50,0,0,0.097,1,20,0
14139,Veracruz,VRZ,ER214,VRZER214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,2,0.097,2,0,0.038,1,20,69,1,0.7,9,20,0,-0.3,0.059,0,0,0
14140,Veracruz,VRZ,ER2140,VRZER2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.28571429,0,14.28571429,1,1,0.097,1,0,0,3,0,71,1,3,3,0,0,0,0.097,0,0,0
14141,Veracruz,VRZ,ER2141,VRZER2141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,4,100,47,0.5,4,6,100,0,0,0.059,0,0,0
14142,Veracruz,VRZ,ER2142,VRZER2142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.097,1,0,0.038,3,0,50,2,3,9,20,0,0,0.059,0,20,0
14143,Veracruz,VRZ,ER2145,VRZER2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.049,0,0,0,2,50,40,2,2,7,40,0,0,0.049,0,-10,0
14144,Veracruz,VRZ,ER2147,VRZER2147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21.42857143,7.692307692,13.73626374,1,1,0.195,1,0,0.038,4,0,64,1,2.5,9,10,0.097,-1.5,0.157,0,10,0.097
14145,Veracruz,VRZ,ER2148,VRZER2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.235,0,0,0,4,60,72,1.5,3.5,1,35,0,-0.5,0.235,1,-25,0
14146,Veracruz,VRZ,ER215,VRZER215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,1,0.195,0,0,0.038,1,50,58,0.56,0.7,9,50,0,-0.3,0.157,1,0,0
14147,Veracruz,VRZ,ER2150,VRZER2150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.203,1,0,0.038,3,10,44,2,3.5,9,20,0,0.5,0.165,0,10,0
14148,Veracruz,VRZ,ER2151,VRZER2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.268,0,0,0.038,4,80,50,2,4,5,25,0,0,0.23,0,-55,0
14149,Veracruz,VRZ,ER2152,VRZER2152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,15.38461538,6.043956044,1,1,0.186,0,0,0.075,3,100,61,1,3,6,30,0,0,0.111,1,-70,0
14150,Veracruz,VRZ,ER2153,VRZER2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.235,0,0,0,2,40,67,1,2,3,100,0,0,0.235,0,60,0
14151,Veracruz,VRZ,ER2154,VRZER2154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.28571429,0,14.28571429,1,1,0.227,1,0,0,3,10,74,1,3,6,0,0,0,0.227,0,-10,0
14152,Veracruz,VRZ,ER2155,VRZER2155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,1,0,0.038,4,10,64,1,3,6,30,0,-1,0.059,0,20,0
14153,Veracruz,VRZ,ER2156,VRZER2156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21.42857143,7.692307692,13.73626374,1,1,0.097,1,0,0.038,3,10,67,3,3,0,30,0,0,0.059,0,20,0
14154,Veracruz,VRZ,ER2158,VRZER2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.146,0,0,0,2,60,44,1,2,6,100,0,0,0.146,0,40,0
14155,Veracruz,VRZ,ER2159,VRZER2159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,2,60,71,1,2.1,0,90,0,0.1,0.059,0,30,0
