Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
13972,Veracruz,VRZ,ER1738,VRZER1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,0,0.097,0,0,0,0.8,100,71,0.5,0.8,0,100,0,0,0.097,0,0,0
13973,Veracruz,VRZ,ER1781,VRZER1781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,4,100,71,3.45,0.2,0,100,0,-3.8,0.097,0,0,0
13974,Veracruz,VRZ,ER1782,VRZER1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,0.8,50,57,4.7,2,4,100,0,1.2,0.097,0,50,0
13975,Veracruz,VRZ,ER1783,VRZER1783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.146,1,0,0,0.9,50,46,1.4,0.1,6,100,0,-0.8,0.146,0,50,0
13976,Veracruz,VRZ,ER1784,VRZER1784,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,0,14.28571429,1,1,0.146,1,0,0,0.7,40,58,1.1,0.1,3,100,0,-0.6,0.146,0,60,0
13977,Veracruz,VRZ,ER1785,VRZER1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,0.8,30,47,3.13,2,3,100,0,1.2,0.097,0,70,0
13978,Veracruz,VRZ,ER1787,VRZER1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.195,1,0,0,0.7,40,57,1.77,0.2,6,100,0,-0.5,0.195,0,60,0
13979,Veracruz,VRZ,ER1788,VRZER1788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,0,14.28571429,1,1,0.219,1,0,0,0.8,40,43,2,0.1,6,100,0,-0.7,0.219,0,60,0
13980,Veracruz,VRZ,ER1789,VRZER1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.097,1,0,0,7,50,74,2.08,0.1,2,100,0,-6.9,0.097,0,50,0
13981,Veracruz,VRZ,ER1790,VRZER1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.049,1,0,0,0.9,50,65,1.71,0.1,1,0,0,-0.8,0.049,0,-50,0
13982,Veracruz,VRZ,ER1791,VRZER1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.195,1,0,0,1,50,50,1.4,0.2,6,0,0,-0.8,0.195,0,-50,0
13983,Veracruz,VRZ,ER1792,VRZER1792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,7.142857143,1,1,0.195,1,0,0,0.7,50,60,2.12,2,3,100,0,1.3,0.195,0,50,0
13984,Veracruz,VRZ,ER1793,VRZER1793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.146,1,0,0.038,7,30,59,1.68,1,3,100,0,-6,0.108,0,70,0
13985,Veracruz,VRZ,ER1794,VRZER1794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.146,1,0,0.038,0.7,30,61,1.03,0.2,0,100,0,-0.5,0.108,0,70,0
13986,Veracruz,VRZ,ER1796,VRZER1796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,0,14.28571429,1,1,0.146,0,0,0,0.8,30,76,3.52,0.2,0,100,0,-0.6,0.146,1,70,0
13987,Veracruz,VRZ,ER1817,VRZER1817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.146,0,0,0.038,0.8,20,43,2.11,0.2,6,100,0,-0.6,0.108,1,80,0
13988,Veracruz,VRZ,ER1826,VRZER1826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,0.8,100,69,0.4,0.8,6,100,0,0,0.108,0,0,0
13989,Veracruz,VRZ,ER1827,VRZER1827,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35.71428571,15.38461538,20.32967033,1,1,0.195,1,0,0.056,5,50,41,4,4,16,70,0,-1,0.139,0,20,0
13990,Veracruz,VRZ,ER1828,VRZER1828,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1,100,61,0.5,0.8,6,100,0,-0.2,0.108,0,0,0
13991,Veracruz,VRZ,ER1829,VRZER1829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1,100,79,1.26,1,6,100,0,0,0.108,0,0,0
13992,Veracruz,VRZ,ER1830,VRZER1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1,100,51,1.94,2,6,100,0,1,0.108,0,0,0
13993,Veracruz,VRZ,ER1831,VRZER1831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1,100,78,1.53,1,2,100,0,0,0.108,0,0,0
13994,Veracruz,VRZ,ER1832,VRZER1832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,0.8,100,46,0.5,0.6,6,100,0,-0.2,0.108,0,0,0
13995,Veracruz,VRZ,ER1833,VRZER1833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0,1,100,73,0.8,1.5,6,100,0,0.5,0.146,0,0,0
13996,Veracruz,VRZ,ER1834,VRZER1834,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.195,0,0,0.038,1,100,83,1.43,0.8,0,100,0,-0.2,0.157,0,0,0
13997,Veracruz,VRZ,ER1835,VRZER1835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.056,0.7,100,57,0.75,0.5,3,100,0,-0.2,0.041,0,0,0
13998,Veracruz,VRZ,ER1836,VRZER1836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0.038,1.5,100,57,2,1,6,100,0,-0.5,0.059,0,0,0
13999,Veracruz,VRZ,ER1837,VRZER1837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0.038,0.075,0.5,100,68,0.25,0.3,6,100,0.049,-0.2,0.022,0,0,0.011
14000,Veracruz,VRZ,ER1838,VRZER1838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.038,1,100,61,1.99,2,6,100,0,1,0.059,0,0,0
14001,Veracruz,VRZ,ER1839,VRZER1839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,0,0,0,1.5,100,70,1.75,2,3,80,0,0.5,0.097,1,-20,0
14002,Veracruz,VRZ,ER1840,VRZER1840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,0,21.42857143,1,0,0.097,0,0,0,1,100,54,1.42,1,6,100,0,0,0.097,0,0,0
14003,Veracruz,VRZ,ER1841,VRZER1841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0.075,3,100,54,3.75,3,0,40,0,0,0.022,0,-60,0
14004,Veracruz,VRZ,ER1842,VRZER1842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.038,0.5,100,53,0.98,0.8,6,100,0,0.3,0.059,0,0,0
14005,Veracruz,VRZ,ER1843,VRZER1843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28.57142857,7.692307692,20.87912088,1,1,0.097,0,0,0.038,1,100,33,1,2.5,6,10,0,1.5,0.059,1,-90,0
14006,Veracruz,VRZ,ER1845,VRZER1845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.075,2.5,100,55,2,1,6,100,0,-1.5,0.022,0,0,0
14007,Veracruz,VRZ,ER1846,VRZER1846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0.075,1.5,100,58,0.5,0.8,3,100,0,-0.7,0.022,0,0,0
14008,Veracruz,VRZ,ER1847,VRZER1847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0,1,100,74,1.5,1,0,100,0,0,0.097,0,0,0
14009,Veracruz,VRZ,ER1850,VRZER1850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.056,1.5,100,49,2,1,6,100,0,-0.5,0.041,0,0,0
14010,Veracruz,VRZ,ER1851,VRZER1851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.038,2,100,73,3,1.5,0,100,0,-0.5,0.059,0,0,0
14011,Veracruz,VRZ,ER1852,VRZER1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0.038,2,100,45,2,1.5,6,100,0,-0.5,0.059,0,0,0
14012,Veracruz,VRZ,ER1853,VRZER1853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0.113,0.038,1,100,72,2.5,3,2,100,0.146,2,0.059,0,0,0.033
14013,Veracruz,VRZ,ER1854,VRZER1854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.075,2,100,40,2.91,1.5,9,100,0,-0.5,0.022,0,0,0
14014,Veracruz,VRZ,ER1855,VRZER1855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0.113,0.038,2,100,52,2,1,6,100,0.146,-1,0.059,0,0,0.033
14015,Veracruz,VRZ,ER1856,VRZER1856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0.038,0.038,1.2,100,39,1,0.8,5,100,0.049,-0.4,0.059,0,0,0.011
14016,Veracruz,VRZ,ER1857,VRZER1857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,1,0.097,0,0,0.038,6,100,56,2.5,4,6,80,0,-2,0.059,1,-20,0
14017,Veracruz,VRZ,ER1858,VRZER1858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1,100,61,1.2,1.5,0,100,0,0.5,0.108,0,0,0
14018,Veracruz,VRZ,ER1859,VRZER1859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0.075,0,1.5,100,80,1.96,1,2,100,0.097,-0.5,0.146,0,0,0.022
14019,Veracruz,VRZ,ER1860,VRZER1860,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.097,1,0,0.056,2.5,50,55,1.56,1,0,100,0,-1.5,0.041,0,50,0
14020,Veracruz,VRZ,ER1861,VRZER1861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.146,0,0,0.038,3,50,61,2.85,2.5,6,100,0,-0.5,0.108,0,50,0
14021,Veracruz,VRZ,ER1862,VRZER1862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.056,0.6,100,41,0.56,0.5,5,100,0,-0.1,0.041,0,0,0
14022,Veracruz,VRZ,ER1863,VRZER1863,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.097,0,0,0.056,1,100,83,1,0.5,0,100,0,-0.5,0.041,0,0,0
14023,Veracruz,VRZ,ER1864,VRZER1864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.056,1.5,100,45,0.89,0.5,6,100,0,-1,0.09,0,0,0
14024,Veracruz,VRZ,ER1865,VRZER1865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.42857143,7.692307692,13.73626374,1,0,0.097,0,0,0.038,1,100,60,1.79,1.5,6,100,0,0.5,0.059,0,0,0
14025,Veracruz,VRZ,ER1866,VRZER1866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.195,0,0,0.056,1,100,48,0.5,0.8,6,100,0,-0.2,0.139,0,0,0
14026,Veracruz,VRZ,ER1867,VRZER1867,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.056,0.5,100,46,1.56,1,6,100,0,0.5,0.09,0,0,0
14027,Veracruz,VRZ,ER1872,VRZER1872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,0,0.146,0,0,0.038,1.5,100,42,2,1,1,100,0,-0.5,0.108,0,0,0
14028,Veracruz,VRZ,ER1878,VRZER1878,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.146,0,0,0.038,1.2,10,61,2.13,1.5,2,100,0,0.3,0.108,1,90,0
14029,Veracruz,VRZ,ER1879,VRZER1879,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.146,0,0,0.038,1.2,0,89,5.86,5,1,100,0,3.8,0.108,1,100,0
14030,Veracruz,VRZ,ER1883,VRZER1883,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.097,0,0,0.038,1.2,25,79,2.64,2,4,100,0,0.8,0.059,1,75,0
14031,Veracruz,VRZ,ER1884,VRZER1884,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.097,1,0,0.038,1.2,13,66,4.1,3.5,3,100,0,2.3,0.059,0,87,0
14032,Veracruz,VRZ,ER1890,VRZER1890,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,15.38461538,-1.098901099,0,1,0.049,1,0,0.075,1.1,15,67,2.75,1.5,2,100,0,0.4,-0.026,0,85,0
14033,Veracruz,VRZ,ER1899,VRZER1899,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.097,0,0,0.038,0.4,15,52,1.3,1,3,100,0,0.6,0.059,1,85,0
14034,Veracruz,VRZ,ER1951,VRZER1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.097,1,0,0.038,0.8,70,45,2,2,7,80,0,1.2,0.059,0,10,0
14035,Veracruz,VRZ,ER1952,VRZER1952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,1,0.097,1,0,0.075,0.9,60,56,2,2.1,9,70,0,1.2,0.022,0,10,0
14036,Veracruz,VRZ,ER1953,VRZER1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.097,1,0,0.038,0.85,70,60,1,2,3,70,0,1.15,0.059,0,0,0
14037,Veracruz,VRZ,ER1954,VRZER1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.097,1,0,0.038,0.8,60,64,1,2.1,2,60,0,1.3,0.059,0,0,0
14038,Veracruz,VRZ,ER1955,VRZER1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,1,0.049,1,0,0.038,0.9,75,61,1,2.2,2,80,0,1.3,0.011,0,5,0
14039,Veracruz,VRZ,ER1956,VRZER1956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,1,0.097,1,0,0.075,0.9,75,70,1,2,2,90,0,1.1,0.022,0,15,0
14040,Veracruz,VRZ,ER1957,VRZER1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.097,1,0,0.038,0.8,60,77,1,2,2,60,0,1.2,0.059,0,0,0
14041,Veracruz,VRZ,ER1958,VRZER1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.146,1,0,0.038,0.8,60,77,1,2,2,80,0,1.2,0.108,0,20,0
14042,Veracruz,VRZ,ER1959,VRZER1959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,0,0.097,0,0,0.075,0.82,60,26,1,2,12,70,0,1.18,0.022,0,10,0
14043,Veracruz,VRZ,ER1960,VRZER1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.097,1,0,0.038,0.8,70,72,1,2,2,60,0,1.2,0.059,0,-10,0
14044,Veracruz,VRZ,ER1962,VRZER1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,1,0.146,1,0,0.038,0.75,70,58,2,2.1,1,70,0,1.35,0.108,0,0,0
14045,Veracruz,VRZ,ER1963,VRZER1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,0,0.097,0,0,0.038,0.76,100,57,1.5,2,1,100,0,1.24,0.059,0,0,0
14046,Veracruz,VRZ,ER1965,VRZER1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.097,1,0,0.038,0.9,70,58,1,2,1,60,0,1.1,0.059,0,-10,0
14047,Veracruz,VRZ,ER1966,VRZER1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,0.85,100,71,2.5,1,2,70,0,0.15,0.059,0,-30,0
14048,Veracruz,VRZ,ER1967,VRZER1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,0,0.146,0,0,0.038,0.7,100,68,1.25,2,1,70,0,1.3,0.108,0,-30,0
14049,Veracruz,VRZ,ER1968,VRZER1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.097,1,0,0.038,0.7,50,72,1.75,1,1,70,0,0.3,0.059,0,20,0
14050,Veracruz,VRZ,ER1969,VRZER1969,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,1,0.146,1,0,0.075,0.8,50,67,1.5,1,2,80,0,0.2,0.071,0,30,0
14051,Veracruz,VRZ,ER1970,VRZER1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.146,1,0,0.038,0.2,70,81,2,6,1,60,0,5.8,0.108,0,-10,0
14052,Veracruz,VRZ,ER1971,VRZER1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.28571429,15.38461538,-1.098901099,0,0,0.146,0,0,0.038,0.5,100,76,2,2,2,60,0,1.5,0.108,0,-40,0
14053,Veracruz,VRZ,ER1972,VRZER1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.097,0,0,0.038,0.7,100,63,2,1,6,80,0,0.3,0.059,0,-20,0
14054,Veracruz,VRZ,ER1973,VRZER1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.195,1,0,0.038,0.8,80,56,2,1,3,70,0,0.2,0.157,0,-10,0
14055,Veracruz,VRZ,ER1974,VRZER1974,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,0,0.097,0,0,0.075,0.79,100,55,1.75,1.5,3,80,0,0.71,0.022,0,-20,0
14056,Veracruz,VRZ,ER1976,VRZER1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.146,1,0,0.038,0.86,20,64,1,2,2,60,0,1.14,0.108,0,40,0
14057,Veracruz,VRZ,ER1979,VRZER1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.195,0,0,0.038,0.75,100,70,1,1.5,3,70,0,0.75,0.157,0,-30,0
14058,Veracruz,VRZ,ER1981,VRZER1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,1,0.243,1,0,0.038,2.2,70,45,1.5,1,12,80,0,-1.2,0.205,0,10,0
14059,Veracruz,VRZ,ER1982,VRZER1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.34,0,0,0.038,0.8,100,53,5,1,6,80,0,0.2,0.302,0,-20,0
14060,Veracruz,VRZ,ER1983,VRZER1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.28571429,7.692307692,6.593406593,1,0,0.195,0,0,0.038,0.8,70,77,2,0.75,4,100,0,-0.05,0.157,0,30,0
14061,Veracruz,VRZ,ER1984,VRZER1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28.57142857,30.76923077,-2.197802198,0,1,0.243,0,0,0.075,0.7,100,61,1,0.8,3,30,0,0.1,0.168,1,-70,0
14062,Veracruz,VRZ,ER1985,VRZER1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.142857143,7.692307692,-0.549450549,0,0,0.243,0,0,0.038,0.8,50,40,1.5,0.5,12,80,0,-0.3,0.205,0,30,0
